route;prD;Département;xD;yD;prF;xF;yF;TMJA
A0087;76;85;391473,44;6652703,97;92;379256,94;6642795,53;16041
A0087;92;85;379256,94;6642795,53;128;354245,96;6625782,08;12284
A0087N;0;49;436370,66;6717374,58;1;436696,5;6716311,7;62415
A0087N;1;49;436696,5;6716311,7;2;436600,17;6714990,21;64405
A0087N;2;49;436600,17;6714990,21;3;435931,77;6713976,08;67337
A0087N;3;49;435931,77;6713976,08;4;435267,31;6713349,91;69070
A0087N;4;49;435267,31;6713349,91;5;435050,88;6712568,33;78267
A0087N;5;49;435050,88;6712568,33;6;435220,21;6711930;57786
A0087N;6;49;435220,21;6711930;7;435252,55;6710860,13;52061
A0087N;7;49;435252,55;6710860,13;8;435513,07;6710064,35;71587
A0087N;8;49;435513,07;6710064,35;13;434267,19;6705436,44;62832
A0088;0;61;493050,28;6840651,61;0;492674,47;6841053,9;
A0088;0;61;492674,47;6841053,9;34;470234,93;6862022,6;
A0088;34;61;470234,93;6862022,6;34;470149,79;6862197,49;6973
A0088;34;61;470149,79;6862197,49;34;470093,99;6862304,04;6973
A0088;34;61;470093,99;6862304,04;34;470046,11;6862399,55;6973
A0088;34;61;470046,11;6862399,55;35;469956,97;6862580,04;6973
A0088;35;61;469956,97;6862580,04;36;469210,85;6863506,64;
A0088;36;61;469210,85;6863506,64;45;463960,9;6870226,54;
A0089;19;33;440696,62;6424679,7;19;441192,7;6424594,5;
A0089;19;33;441192,7;6424594,5;29;444015,46;6434218,68;18329
A0089;29;33;444015,46;6434218,68;43;456176,85;6439237,22;16862
A0089;43;33;456176,85;6439237,22;54;466765,88;6437550,52;15328
A0089;54;33;466765,88;6437550,52;64;475672,05;6435568,14;15328
A0089;64;24;475672,05;6435568,14;83;493692,9;6438233,89;14502
A0089;83;24;493692,9;6438233,89;90;498018,36;6444195,31;13261
A0089;90;24;498018,36;6444195,31;102;507339,3;6452026,17;13261
A0089;102;24;507339,3;6452026,17;116;519196,27;6451707,9;12130
A0089;116;24;519196,27;6451707,9;125;527368,66;6452223,57;17473
A0089;125;24;527368,66;6452223,57;157;556025,1;6451859,45;12123
A0089;157;24;556025,1;6451859,45;164;562895,2;6453268,82;11914
A0089;164;24;562895,2;6453268,82;175;572905,11;6451837,19;11914
A0089;175;19;572905,11;6451837,19;183;579957,39;6454065,79;13110
A0089;183;19;579957,39;6454065,79;202;591422,11;6465632,68;
A0089;202;19;591422,11;6465632,68;215;602815,02;6470571,93;11263
A0089;215;19;602815,02;6470571,93;224;610059,15;6468755,22;12170
A0089;224;19;610059,15;6468755,22;242;623405,75;6479655,02;12085
A0089;242;19;623405,75;6479655,02;266;642656,8;6490903,74;11440
A0089;266;19;642656,8;6490903,74;283;654667,26;6498618,21;10835
A0089;283;19;654667,26;6498618,21;289;659456,01;6502839,19;11143
A0089;289;19;659456,01;6502839,19;306;675022,54;6508042,68;11143
A0089;306;63;675022,54;6508042,68;329;685818,73;6526035,26;10592
A0089;329;63;685818,73;6526035,26;349;699385,15;6539696,97;10233
A0089;349;63;699385,15;6539696,97;358;707788,28;6541447,33;11297
A0089;400;63;711718,93;6522879,74;419;729337,74;6527983,58;
A0089;419;63;729337,74;6527983,58;428;738802,41;6529187,64;27979
A0089;428;63;738802,41;6529187,64;440;748256,37;6531500,58;26004
A0089;440;63;748256,37;6531500,58;447;755120,55;6530244,39;24021
A0089;447;63;755120,55;6530244,39;448;755772,34;6529612,81;24021
A0089;448;42;755772,34;6529612,81;448;755820,83;6529536,5;24021
A0089;448;42;755820,83;6529536,5;448;755894,7;6529407,53;24021
A0089;448;42;755894,7;6529407,53;448;755919,99;6529356,91;24021
A0089;448;42;755919,99;6529356,91;449;755986,63;6529197,13;24021
A0089;449;42;755986,63;6529197,13;449;756291,85;6528582,78;24021
A0089;449;42;756291,85;6528582,78;455;761366,44;6528497,89;24021
A0089;455;42;761366,44;6528497,89;477;781047,69;6529140,86;24112
A0089;477;42;781047,69;6529140,86;484;786332,44;6525195,57;25300
A0089;484;42;786332,44;6525195,57;489;790518,5;6527019,36;23429
A0089;489;42;790518,5;6527019,36;507;806765,97;6530243,57;20881
A0089;507;42;806765,97;6530243,57;512;809159,01;6533094,45;20881
A0089;512;69;809159,01;6533094,45;522;818044,71;6531652,75;22727
A0089;522;69;818044,71;6531652,75;533;828589,61;6529567,95;26798
A0089;533;69;828589,61;6529567,95;535;829848,47;6528800,75;36948
A0089;535;69;829848,47;6528800,75;537;830855,21;6526547,36;45220
A0089;537;69;830855,21;6526547,36;539;831719,36;6525875,34;
A0089;539;69;831719,36;6525875,34;539;831746,25;6525877,52;52042
A0089;539;69;831746,25;6525877,52;539;831778,83;6525882,71;56140
A0089;539;69;831778,83;6525882,71;541;833726,96;6525944,48;56140
A0089;541;69;833726,96;6525944,48;543;835250,89;6527190,17;57596
A0089;543;69;835250,89;6527190,17;544;836370;6527807,78;57596
A0089;544;69;836370;6527807,78;544;836378,76;6527802,58;
A0103;0;93;661370,15;6865784,44;1;662729,11;6864960,52;48157
A0103;1;93;662729,11;6864960,52;1;662738,22;6864903,83;
A0104;0;93;662371,94;6874825,62;0;663087,32;6874769,85;126918
A0104;0;93;663087,32;6874769,85;8;668560,88;6874563,86;126918
A0104;8;77;668560,88;6874563,86;14;672766,12;6871324,22;99543
A0104;14;77;672766,12;6871324,22;20;674967,8;6866499,6;83312
A0104;20;77;674967,8;6866499,6;23;675647,57;6864404,35;83312
A0104;23;77;675647,57;6864404,35;28;675486,04;6859187,84;68000
A0105;0;77;671475,83;6839853,1;0;671966,75;6839018,67;48524
A0105;0;77;671966,75;6839018,67;2;672645,71;6836925,05;48524
A0105;2;77;672645,71;6836925,05;4;672857,35;6834909,5;41538
A0105;4;77;672857,35;6834909,5;6;673110,39;6832774,72;36342
A0105;6;77;673110,39;6832774,72;9;673378,49;6830577,74;57509
A0105;9;77;673378,49;6830577,74;9;673509,86;6830124,52;57509
A0106;5;94;651846,86;6852434,57;8;653073,5;6849467,25;
A0115;0;95;644860,51;6875074,64;3;644871,55;6877836,08;72000
A0115;3;95;644871,55;6877836,08;3;644871,54;6877837,08;
A0115;3;95;644871,54;6877837,08;6;642577,83;6879937,32;63470
A0115;6;95;642577,83;6879937,32;11;640676,66;6883749,49;60500
A0115;11;95;640676,66;6883749,49;11;641010,85;6883781,22;60500
A0126;0;91;648941,79;6845353,46;1;648705,16;6845799,48;38752
A0126;1;91;648705,16;6845799,48;2;647618,29;6846023,22;38752
A0126;2;91;647618,29;6846023,22;2;647113,09;6846131,25;38752
A0126;4;91;646317,5;6846358,84;4;645982,41;6846500,65;15500
A0126;4;91;645982,41;6846500,65;4;645198,42;6846944,48;15500
A0126;4;91;645198,42;6846944,48;5;644218,72;6847435,86;15500
A0126;5;91;644218,72;6847435,86;6;643234,87;6846989,92;15500
A0126;6;91;643234,87;6846989,92;6;643070,28;6846940,28;15500
A0126;6;91;643070,28;6846940,28;6;642986,85;6846919,56;
A0131;0;27;526717,6;6922653,29;15;516996,57;6932141,69;11923
A0131;16;76;514631,18;6934468,12;16;514417,6;6934790,37;24674
A0131;16;76;514417,6;6934790,37;16;514187,86;6934929,45;24674
A0131;16;76;514187,86;6934929,45;21;509385,06;6935177,28;24674
A0131;21;76;509385,06;6935177,28;30;501281,23;6936322,93;80392
A0131;30;76;501281,23;6936322,93;33;498572,02;6936846,14;43143
A0132;0;14;496752,22;6913374,24;5;492036,91;6916478,13;
A0139;1;76;558146,53;6917845,81;1;557792,21;6917876,35;
A0139;1;76;557792,21;6917876,35;2;557119,7;6919120,26;41424
A0139;2;76;557119,7;6919120,26;3;557379,41;6919800,42;36591
A0139;3;76;557379,41;6919800,42;3;557413,22;6919870,5;
A0140;0;77;691455,04;6864351,36;3;691627,5;6867421,45;31990
A0140;3;77;691627,5;6867421,45;9;689052,47;6871497,64;20385
A0150;0;76;559383,28;6929517,35;1;558654,83;6930208,68;62713
A0150;1;76;558654,83;6930208,68;1;558579,49;6930298,31;62713
A0150;1;76;558579,49;6930298,31;2;558044,39;6930811,05;62713
A0150;2;76;558044,39;6930811,05;4;557248,12;6932024,79;62713
A0150;4;76;557248,12;6932024,79;6;555413,81;6933448,48;52729
A0150;6;76;555413,81;6933448,48;8;554478,53;6935822,9;53372
A0150;8;76;554478,53;6935822,9;11;553122,53;6937650,8;
A0150;11;76;553122,53;6937650,8;28;541824,11;6949834,71;
A0150;28;76;541824,11;6949834,71;32;538962,13;6951872,38;6550
A0151;0;76;554496,18;6935774,52;6;558078,85;6940431,19;19847
A0151;6;76;558078,85;6940431,19;6;558151,15;6940516;
A0151;6;76;558151,15;6940516;16;558670,04;6949941,9;16241
A0151;16;76;558670,04;6949941,9;18;558749,08;6951419,94;
A0154;0;27;567380,37;6906867,61;1;567913,75;6906091,09;20272
A0154;1;27;567913,75;6906091,09;3;567371,64;6903907,47;31904
A0154;3;27;567371,64;6903907,47;4;567470,01;6902714,97;23406
A0154;4;27;567470,01;6902714,97;7;566573,67;6899604,03;29921
A0154;7;27;566573,67;6899604,03;8;566567,07;6899451,46;
A0211;0;62;687384,19;7035375,8;2;689069,46;7036940,18;
A0211;2;62;689069,46;7036940,18;2;689422,6;7037090,73;
A0216;0;62;623018,1;7093858,32;0;622991,91;7094284,84;
A0216;0;62;622991,91;7094284,84;1;622984,59;7095724,9;
A0216;1;62;622984,59;7095724,9;1;622981,41;7095830,99;
A0304;7;8;809559,58;6980498,98;13;808924,43;6973329,21;
A0304;13;8;808924,43;6973329,21;36;822701,89;6958470,14;
A0311;28;21;853027,76;6683777,09;28;853164,21;6684039,48;
A0311;28;21;853164,21;6684039,48;32;854246,22;6687939,33;19298
A0314;0;57;935154,89;6895793,15;3;938409,74;6896961,46;8818
A0315;0;57;936863,99;6897925,33;2;936032,67;6895874,52;31648
A0320;6;57;983016,56;6903779,49;9;985565,04;6904990,7;43308
A0320;12;57;986955,11;6907097,5;13;988365,86;6907668,8;19666
A0330;0;54;934746,66;6845010,73;3;934374,06;6842007,67;59936
A0330;3;54;934374,06;6842007,67;4;934536,17;6841123,82;53906
A0330;4;54;934536,17;6841123,82;5;934332,29;6839967,8;53906
A0330;5;54;934332,29;6839967,8;6;934040,45;6839035,84;50478
A0330;6;54;934040,45;6839035,84;9;934109,77;6835327,29;36990
A0344;0;51;769637,75;6905969,6;3;772819,37;6906599,43;52359
A0344;3;51;772819,37;6906599,43;5;775008,63;6905409,74;
A0344;6;51;775008,63;6905409,74;8;776409,26;6903734,43;60808
A0344;8;51;776409,26;6903734,43;9;777629,07;6903178,63;
A0351;0;67;1048412,44;6841978,43;0;1048393,16;6842024,36;90801
A0351;0;67;1048393,16;6842024,36;0;1048074,74;6842164,1;90801
A0351;0;67;1048074,74;6842164,1;1;1047308,84;6842290,44;90801
A0351;1;67;1047308,84;6842290,44;1;1047108,28;6842327,53;90801
A0351;1;67;1047108,28;6842327,53;1;1047089,23;6842330,7;90801
A0351;1;67;1047089,23;6842330,7;1;1046917,08;6842356,17;55575
A0351;1;67;1046917,08;6842356,17;2;1046224,18;6842464,93;55575
A0351;2;67;1046224,18;6842464,93;2;1046029,39;6842496,67;55575
A0351;2;67;1046029,39;6842496,67;2;1045826,38;6842528,88;55575
A0351;2;67;1045826,38;6842528,88;3;1045510,87;6842579,14;42349
A0351;3;67;1045510,87;6842579,14;3;1045351,21;6842604,45;42349
A0351;3;67;1045351,21;6842604,45;3;1044774,82;6842695,74;42349
A0351;3;67;1044774,82;6842695,74;3;1044567,05;6842728,57;42349
A0351;3;67;1044567,05;6842728,57;4;1044332,42;6842766,28;42349
A0351;4;67;1043745,75;6842928,95;4;1043744,75;6842928,85;
A0352;9;67;1031970,02;6833882,12;9;1031823,96;6833854,29;
A0391;0;39;896023,97;6642664,23;1;896328,74;6641783,14;7888
A0391;1;39;896328,74;6641783,14;4;899704,63;6641215,55;7888
A0404;0;1;895622,62;6562872,88;5;897529,14;6567608,12;9170
A0404;5;1;897529,14;6567608,12;13;901731,09;6573802,98;9158
A0404;13;1;901731,09;6573802,98;17;902886,36;6576870,82;14705
A0404;17;1;902886,36;6576870,82;18;903959,79;6577946,61;17940
A0404;18;1;903959,79;6577946,61;20;904913,08;6579557,7;17940
A0406;0;71;838873,77;6576866,87;1;839841,03;6576573,72;4984
A0406;1;71;839841,03;6576573,72;3;841689,44;6576323,42;4984
A0406;3;1;841689,44;6576323,42;8;846550,7;6579195,07;10834
A0410;140;74;942091,7;6547758,2;140;942018,42;6548345,18;
A0410;140;74;942018,42;6548345,18;159;954226,51;6558339,02;23684
A0410;159;74;954226,51;6558339,02;166;956638,72;6564096,93;27106
A0411;0;74;948960,51;6569745,79;0;948030,07;6569976,23;30750
A0411;0;74;948030,07;6569976,23;2;946921,7;6570401,04;18507
A0411;2;74;946921,7;6570401,04;2;946908,94;6570407,82;
A0430;125;73;950804,69;6501294,94;136;958779,26;6508235,54;19164
A0430;136;73;958779,26;6508235,54;139;960531,15;6511144,88;17817
A0430;139;73;960531,15;6511144,88;139;960532,06;6511145,28;
A0432;0;1;847787,46;6531533,76;11;857310,49;6527822,42;22810
A0432;11;1;857310,49;6527822,42;15;860183,6;6525402,72;32843
A0432;15;1;860183,6;6525402,72;18;861580,65;6522940,83;32843
A0432;18;69;861580,65;6522940,83;20;862055,84;6520638,31;32843
A0432;20;38;862055,84;6520638,31;20;862061,21;6520626,62;23561
A0432;20;38;862061,21;6520626,62;21;862501,14;6519662,06;23561
A0432;21;69;862501,14;6519662,06;23;862941,22;6517686,42;23561
A0432;23;38;862941,22;6517686,42;29;861669,31;6512537,66;23561
A0432;29;69;861669,31;6512537,66;31;860376,07;6512072,02;22713
A0432;31;69;860376,07;6512072,02;31;859975,56;6511542,91;
A0432;32;69;859975,56;6511542,91;33;859347,36;6509982,84;36669
A0450;0;69;842696,57;6512449,83;0;842530,62;6512336,7;57196
A0450;0;69;842530,62;6512336,7;5;838182,15;6509649,46;57196
A0450;5;69;838182,15;6509649,46;5;837883,96;6509522,62;57196
A0450;5;69;837883,96;6509522,62;7;836415,93;6508223,49;57196
A0466;0;69;836316,17;6537744,49;4;834430,45;6535068,88;9232
A0466;4;69;834430,45;6535068,88;4;834428,88;6533978,25;
A0480;0;38;910016,86;6461165,47;12;911014,57;6449838,86;
A0480;13;38;910841,66;6449259,88;13;911233,55;6448502,3;
A0500;0;6;1051604,25;6303750,81;0;1052404,46;6303781,67;18759
A0500;0;6;1052404,46;6303781,67;2;1053525,45;6302497,61;19127
A0501;2;13;908629,03;6248319,65;2;908631,58;6248321,25;
A0501;2;13;908631,58;6248321,25;5;910570,23;6250388,51;
A0507;0;13;892760,56;6252050,9;4;896416,57;6250489,02;
A0507;4;13;896416,57;6250489,02;9;897277,79;6246005,38;
A0515;0;13;893429,94;6261739,67;2;894680,48;6261744,66;
A0520;0;13;912500,52;6253702,67;2;914511,9;6255615,54;17725
A0552;0;13;885588,77;6258245,77;0;885584,23;6258234,08;
A0557;0;13;892747,35;6249775,57;1;891969,82;6249052,97;
A0620;0;31;572857,76;6284993,95;0;572622,79;6284337,71;71122
A0620;0;31;572622,79;6284337,71;3;572259,12;6281544,9;131435
A0620;3;31;572259,12;6281544,9;4;572014,76;6280351,97;102889
A0620;4;31;572014,76;6280351,97;17;577911,67;6274615,51;71122
A0620;17;31;577911,67;6274615,51;19;578739,13;6273032,99;71122
A0621;0;31;572394,24;6281800,18;3;569218,02;6282835,05;105254
A0623;0;31;578174,25;6274390,18;0;577835,02;6274342,97;30231
A0624;0;31;571112,74;6279802,59;0;570614,26;6279752,38;110105
A0624;0;31;570614,26;6279752,38;1;569611,81;6280353,91;104203
A0624;1;31;569611,81;6280353,91;3;567272,24;6280268,79;121778
A0630;0;33;423042,28;6426856,24;1;422033,7;6426613,72;108329
A0630;1;33;422033,7;6426613,72;4;419004,62;6426925,68;108329
A0630;4;33;419004,62;6426925,68;5;418878,82;6426980,53;108329
A0630;5;33;418878,82;6426980,53;10;413602;6426626,08;
A0630;10;33;413602;6426626,08;14;410795,38;6424328,77;84299
A0630;14;33;410795,38;6424328,77;16;409793,89;6422604,17;91939
A0630;16;33;409793,89;6422604,17;17;409534,16;6421547,29;91939
A0630;17;33;409534,16;6421547,29;25;413526,35;6416547,61;102600
A0630;25;33;413526,35;6416547,61;26;414357,14;6416617;136662
A0630;26;33;414357,14;6416617;26;414946,76;6416555,43;
A0630;26;33;414946,76;6416555,43;31;418514,75;6415063,59;137484
A0630;31;33;418514,75;6415063,59;33;420550,79;6417530,7;143799
A0630;33;33;420550,79;6417530,7;33;420744,87;6417841,42;143799
A0631;0;33;420603,33;6417589,43;0;420836,2;6418308,39;
A0641;0;40;368142,73;6276944,02;7;365492,91;6282610,67;
A0645;0;31;504031,22;6225728,68;5;503779,22;6220834,41;6629
A0660;0;33;395188,84;6400288,4;6;389746,14;6400108,93;27232
A0660;6;33;389746,14;6400108,93;10;386090,97;6399677,1;22869
A0660;10;33;386090,97;6399677,1;22;374601,69;6399215,6;
A0680;0;31;584007,39;6288107,55;8;590255,93;6284643,03;
A0709;0;34;782402,96;6286709,38;5;778749,13;6283256,33;
A0709;5;34;778749,13;6283256,33;11;774851,29;6278745,51;69758
A0709;11;34;774851,29;6278745,51;17;769288,93;6274986,65;86583
A0709;17;34;769288,93;6274986,65;20;766734,1;6273626,28;43132
A0710W;11;63;711722,91;6522889,8;12;710229,94;6522987,53;32113
A0711;1;63;710806;6519508;6;715242,31;6520625,64;
A0711;6;63;715242,31;6520625,64;11;717777,96;6525411,23;11277
A0711;11;63;717777,96;6525411,23;12;718170,48;6525454,64;
A0712;0;63;715233,89;6520625,31;0;716550,41;6520561,12;
A0714;1;3;677813,87;6588540,82;1;677604,78;6588422,02;
A0714;1;3;677604,78;6588422,02;2;676698,2;6587561,31;10943
A0714;2;3;676698,2;6587561,31;9;670579,61;6586796,52;15561
A0714;9;3;670579,61;6586796,52;10;670056,06;6586684,53;17591
A0719;0;3;710459,65;6554600,03;2;711064,56;6556126,29;9711
A0719;2;3;711064,56;6556126,29;6;715485,9;6557156,4;9372
A0719;6;3;715485,9;6557156,4;9;717424,9;6556262,73;6141
A0719;9;3;717424,9;6556262,73;10;719157,49;6555904,3;4990
A0719;10;3;719157,49;6555904,3;22;727990,89;6558540,61;4990
A0750;10;34;761263,45;6281863,63;37;736403,63;6284103,99;
A0811;0;44;361846,19;6698045,77;2;361470,43;6695073,89;
A0811;2;44;361470,43;6695073,89;3;361416,15;6694576,44;
A0811;3;44;361416,15;6694576,44;4;361505,99;6693342,96;39101
A0811;4;44;361505,99;6693342,96;5;361605,2;6692955,31;42869
A0811;5;44;361605,2;6692955,31;6;361057,87;6691338,63;
A0813;0;14;463434,42;6901348,49;3;464235,71;6897805,28;3410
A0837;1;17;391633,72;6548882,11;1;391948,57;6548627,49;
A0837;1;17;391948,57;6548627,49;3;393559,56;6547930,56;19514
A0837;3;17;393559,56;6547930,56;8;399277,07;6547101,75;15869
A0837;8;17;399277,07;6547101,75;10;401108,71;6546953,7;10455
A0837;10;17;401108,71;6546953,7;37;415104,86;6526825,68;10455
A0844;35;44;351425,09;6694795,65;36;353313,03;6695108,77;
BPNL;34;69;838715,74;6520400,94;41;844982,46;6522772,27;
N0001;10;95;651117,81;6884774,63;11;650890,89;6885500,71;23945
N0001;11;95;650890,89;6885500,71;13;649810,26;6887490,91;23945
N0001;13;95;649810,26;6887490,91;13;649809,83;6887491,82;
N0001;28;80;650054,09;6981156,11;31;646357,64;6981802,33;
N0001;31;80;646357,64;6981802,33;31;646297,12;6981843,11;
N0001;31;80;646297,12;6981843,11;31;646246,33;6981876,56;
N0001;31;80;646246,33;6981876,56;32;645653,12;6982179,41;
N0001;46;62;601744,39;7067511,88;50;600483,69;7069977,78;
N0001;50;62;600483,69;7069977,78;50;600118,51;7070501,2;
N0001;50;62;600118,51;7070501,2;50;600072,86;7070498,46;
N0002;0;77;669145,92;6874941,39;5;673469,65;6877897,79;60590
N0002;5;77;673469,65;6877897,79;14;678719,97;6885097,83;45600
N0002;14;77;678719,97;6885097,83;15;679835,27;6886381,85;39690
N0002;15;77;679835,27;6886381,85;0;679859,33;6886409,53;
N0002;2;60;680956,49;6888796,49;2;680978,17;6888825,92;
N0002;2;60;680978,17;6888825,92;9;685842,97;6894021,19;
N0002;9;60;685842,97;6894021,19;11;687469,75;6894427,57;
N0002;11;60;687469,75;6894427,57;11;687842,44;6894682,27;
N0002;11;60;687842,44;6894682,27;14;689761,2;6896132,52;
N0002;14;60;689761,2;6896132,52;14;689983,25;6896301,72;
N0002;14;60;689983,25;6896301,72;16;691760;6897788,04;
N0002;16;60;691760;6897788,04;17;691940,25;6897958,44;
N0002;17;60;691940,25;6897958,44;18;693073,02;6898908,44;
N0002;18;60;693073,02;6898908,44;19;693442,76;6899188,75;
N0002;19;60;693442,76;6899188,75;21;695010,07;6900444,4;
N0002;21;60;695010,07;6900444,4;22;695685,4;6900995,89;
N0002;22;60;695685,4;6900995,89;27;699956,07;6904141,4;
N0002;27;60;699956,07;6904141,4;27;700157,56;6904188,41;
N0002;27;60;700157,56;6904188,41;27;700349,92;6904229,91;
N0002;27;60;700349,92;6904229,91;29;701646,94;6904488,73;
N0002;29;60;701646,94;6904488,73;0;702463,31;6904694,41;
N0002;0;2;702463,31;6904694,41;1;703401,14;6905419,01;
N0002;1;2;703401,14;6905419,01;4;705959,32;6907144,65;
N0002;4;2;705959,32;6907144,65;5;707300,02;6907390,66;
N0002;5;2;707300,02;6907390,66;6;707533,19;6907394,66;
N0002;6;2;707533,19;6907394,66;8;709483,33;6907400,05;
N0002;8;2;709483,33;6907400,05;8;709588,92;6907428,83;
N0002;8;2;709588,92;6907428,83;8;709609,51;6907436,96;
N0002;8;2;709609,51;6907436,96;11;711924,26;6909476,13;
